HPO ID	Phenotype name	No. occurrences	Earliness (lower = earlier)	Example sentence
HP:0010605	Chalazion	2	0	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0100612	Odontogenic neoplasm	2	0	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0200040	Epidermoid cyst	2	0	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0000718	Aggressive behavior	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0002858	Meningioma	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0002885	Medulloblastoma	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0009730	Rhabdomyoma	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0010617	Cardiac fibroma	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0010618	Ovarian fibroma	2	1	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
HP:0000924	Abnormality of the skeletal system	1	0	 11 31 hp 0002671 basal cell carcinoma 100 122 hp 0002671 basal cell carcinomata 124 141 hp 0010603 cysts of the jaws 147 169 hp 0000924 skeletal specifically 171 189 hp 0000772 rib abnormalities 319 341 hp 0010603 odontogenic keratocyst 357 383 hp 0003590 appears during adolescence 372 383 hp 0011462 adolescence 436 447 hp 0008069 skin tumors 441 447 hp 0002664 tumors 449 454 hp 0001056 milia 456 472 hp 0200040 epidermoid cysts 474 482 hp 0010605 chalazia 484 493 hp 0000951 comedones 499 522 hp 0010610 palmar and plantar pits 510 522 hp 0010612 plantar pits 518 522 hp 0004467 pits 541 552 hp 0008069 skin tumors 546 552 hp 0002664 tumors 804 816 hp 0008069 skin cancers 860 881 hp 0002671 basal cell carcinomas 887 896 hp 0000951 comedones 923 939 hp 0001428 somatic mutation 972 981 hp 0002664 neoplasia 1027 1042 hp 0002885 medulloblastoma 1044 1054 hp 0002858 meningioma 1056 1071 hp 0010618 ovarian fibroma 1073 1093 hp 0000137 ovarian fibrosarcoma 1081 1093 hp 0100244 fibrosarcoma 1095 1107 hp 0100244 fibrosarcoma 1095 1119 hp 0000209 fibrosarcoma of the jaws 1121 1136 hp 0010617 cardiac fibroma 1144 1155 hp 0009730 rhabdomyoma 1598 1620 hp 0010603 odontogenic keratocyst 1635 1645 hp 0000718 aggression 1649 1667 hp 0002671 basal cell cancers
