ID,HPO ID,Symptoms
27258136,"['0025464', '0000112']","['Increased reactive oxygen species production', 'Nephropathy']"
27258690,[],[]
27258956,[],[]
27259186,['0031987'],['Diminished ability to concentrate']
27259326,"['0002664', '0001402', '0004377', '0030731', '0002896']","['Neoplasm', 'Hepatocellular carcinoma', 'Hematological neoplasm', 'Carcinoma', 'Neoplasm of the liver']"
27259362,[],[]
27259647,['0001944'],['Dehydration']
27259677,"['0000505', '0000529', '0000618', '0007875']","['Visual impairment', 'Progressive visual loss', 'Blindness', 'Congenital blindness']"
27260358,[],[]
27260450,[],[]
27260627,"['0002664', '0003002', '0012378']","['Neoplasm', 'Breast carcinoma', 'Fatigue']"
27261525,[],[]
27261587,['0025464'],['Increased reactive oxygen species production']
27261783,[],[]
27262143,[],[]
27262362,"['0001961', '0004383', '0000083', '0001919']","['Hypoplastic heart', 'Hypoplastic left heart', 'Renal insufficiency', 'Acute kidney injury']"
27263085,[],[]
27264279,['0000939'],['Osteoporosis']
27265179,[],[]
27265654,[],[]
27266283,"['0002664', '0100526', '0030358', '0012780']","['Neoplasm', 'Neoplasm of the lung', 'Non-small cell lung carcinoma', 'Neoplasm of the ear']"
27266322,['0031987'],['Diminished ability to concentrate']
27266753,[],[]
27266840,"['0031846', '0005855']","['Femur fracture', 'Multiple prenatal fractures']"
27266878,[],[]
27267054,[],[]
27267338,['0002725'],['Systemic lupus erythematosus']
27267388,['0005268'],['Spontaneous abortion']
27267564,['0025464'],['Increased reactive oxygen species production']
27267962,[],[]
27268023,[],[]
27270311,"['0002664', '0012174', '0030692']","['Neoplasm', 'Glioblastoma multiforme', 'Brain neoplasm']"
27270538,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27270753,['0031987'],['Diminished ability to concentrate']
27271087,['0100753'],['Schizophrenia']
27271770,[],[]
27271775,[],[]
27271951,"['0002383', '0002664', '0002960']","['Encephalitis', 'Neoplasm', 'Autoimmunity']"
27271969,[],[]
27272523,[],[]
27272784,[],[]
27273075,"['0001945', '0031273']","['Fever', 'Shock']"
27273160,[],[]
27273231,[],[]
27273307,[],[]
27273918,[],[]
27274087,['0002664'],['Neoplasm']
27274281,"['0030731', '0002664', '0005584', '0000083', '0006770', '0012378', '0002014', '0009726']","['Carcinoma', 'Neoplasm', 'Renal cell carcinoma', 'Renal insufficiency', 'Clear cell renal cell carcinoma', 'Fatigue', 'Diarrhea', 'Renal neoplasm']"
27274417,"['0031472', '0002360']","['Risk taking', 'Sleep disturbance']"
27274524,"['0002018', '0410019', '0002013']","['Nausea', 'Epigastric pain', 'Vomiting']"
27274541,[],[]
27274791,[],[]
27274893,['0012227'],['Urethral stricture']
27275025,[],[]
27275298,['0005110'],['Atrial fibrillation']
27275827,['0001513'],['Obesity']
27275849,[],[]
27277750,"['0012174', '0002664', '0030692']","['Glioblastoma multiforme', 'Neoplasm', 'Brain neoplasm']"
27278134,['0001658'],['Myocardial infarction']
27279849,['0001695'],['Cardiac arrest']
27279861,"['0002885', '0002664']","['Medulloblastoma', 'Neoplasm']"
27279981,[],[]
27280034,[],[]
27280293,[],[]
27280485,['0012115'],['Hepatitis']
27280525,['0100753'],['Schizophrenia']
27282214,[],[]
27282236,[],[]
27282265,"['0100633', '0002020']","['Esophagitis', 'Gastroesophageal reflux']"
27282454,[],[]
27282845,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27283081,[],[]
27283167,['0002664'],['Neoplasm']
27283994,[],[]
27284118,"['0000722', '0000572', '0002035']","['Obsessive-compulsive behavior', 'Visual loss', 'Rectal prolapse']"
27284491,['0002664'],['Neoplasm']
27284493,['0000708'],['Behavioral abnormality']
27284958,"['0002664', '0030731', '0003002']","['Neoplasm', 'Carcinoma', 'Breast carcinoma']"
27285457,"['0000488', '0005978', '0001943']","['Retinopathy', 'Type II diabetes mellitus', 'Hypoglycemia']"
27285494,['0002099'],['Asthma']
27286118,['0000024'],['Prostatitis']
27286174,[],[]
27286333,[],[]
27286759,[],[]
27287100,[],[]
27287247,"['0011123', '0012393', '0001047']","['Inflammatory abnormality of the skin', 'Allergy', 'Atopic dermatitis']"
27288403,[],[]
27288457,[],[]
27289224,['0031273'],['Shock']
27291966,"['0001919', '0000112', '0012622']","['Acute kidney injury', 'Nephropathy', 'Chronic kidney disease']"
27292374,[],[]
27292641,[],[]
27293123,[],[]
27293431,[],[]
27293894,['0004325'],['Decreased body weight']
27294314,[],[]
27294436,[],[]
27294526,['0002664'],['Neoplasm']
27294544,['0000670'],['Carious teeth']
27294781,[],[]
27294858,[],[]
27294935,[],[]
27294945,[],[]
27295294,['0002664'],['Neoplasm']
27295651,['0002511'],['Alzheimer disease']
27296867,[],[]
27296942,[],[]
27297523,"['0002664', '0002107', '0012118', '0002093', '0002098', '0100749', '0002883']","['Neoplasm', 'Pneumothorax', 'Laryngeal carcinoma', 'Respiratory insufficiency', 'Respiratory distress', 'Chest pain', 'Hyperventilation']"
27297608,"['0002758', '0005086']","['Osteoarthritis', 'Knee osteoarthritis']"
27297967,[],[]
27298004,[],[]
27298278,['0002664'],['Neoplasm']
27298653,[],[]
27298741,['0002301'],['Hemiplegia']
27299091,"['0000083', '0003774', '0031846', '0100518', '0012085', '0000112', '0030838', '0001250', '0003470', '0002756']","['Renal insufficiency', 'Stage 5 chronic kidney disease', 'Femur fracture', 'Dysuria', 'Pyuria', 'Nephropathy', 'Hip pain', 'Seizures', 'Paralysis', 'Pathologic fracture']"
27299182,[],[]
27299289,"['0030731', '0000083', '0001919', '0006000']","['Carcinoma', 'Renal insufficiency', 'Acute kidney injury', 'Ureteral obstruction']"
27299522,"['0002861', '0025127']","['Melanoma', 'Actinic keratosis']"
27299763,[],[]
27299886,['0100602'],['Preeclampsia']
27299916,[],[]
27300443,[],[]
27300936,[],[]
27300947,[],[]
27301186,[],[]
27301553,[],[]
27301681,[],[]
27301853,['0001824'],['Weight loss']
27301949,[],[]
27303047,[],[]
27303795,"['0002861', '0002664']","['Melanoma', 'Neoplasm']"
27303808,[],[]
27304655,['0100512'],['Vitamin D deficiency']
27304832,[],[]
27305656,[],[]
27305683,[],[]
27305688,['0002511'],['Alzheimer disease']
27306062,[],[]
27306621,"['0001635', '0011710', '0011713', '0012722']","['Congestive heart failure', 'Bundle branch block', 'Left bundle branch block', 'Heart block']"
27306647,[],[]
27306679,[],[]
27306834,['0002664'],['Neoplasm']
27308603,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27308854,[],[]
27309274,['0001513'],['Obesity']
27310240,"['0000709', '0007302', '0003287', '0100753']","['Psychosis', 'Bipolar affective disorder', 'Abnormality of mitochondrial metabolism', 'Schizophrenia']"
27310615,"['0002664', '0003002', '0025502']","['Neoplasm', 'Breast carcinoma', 'Overweight']"
27310660,[],[]
27310824,['0002664'],['Neoplasm']
27311447,[],[]
27311863,[],[]
27311930,[],[]
27312152,[],[]
27312263,[],[]
27312275,['0001635'],['Congestive heart failure']
27312354,['0003199'],['Decreased muscle mass']
27312379,['0012461'],['Bacteriuria']
27312487,"['0002860', '0030731']","['Squamous cell carcinoma', 'Carcinoma']"
27312729,[],[]
27313537,[],[]
27313614,[],[]
27313637,"['0002354', '0002099', '0011110', '0025439']","['Memory impairment', 'Asthma', 'Tonsillitis', 'Pharyngitis']"
27313723,"['0001909', '0002488', '0004808', '0004836', '0012324']","['Leukemia', 'Acute leukemia', 'Acute myeloid leukemia', 'Acute promyelocytic leukemia', 'Myeloid leukemia']"
27314527,"['0005978', '0100543', '0000726', '0000822', '0001297', '0001513', '0025502']","['Type II diabetes mellitus', 'Cognitive impairment', 'Dementia', 'Hypertension', 'Stroke', 'Obesity', 'Overweight']"
27314612,"['0001909', '0002488', '0004836', '0006721']","['Leukemia', 'Acute leukemia', 'Acute promyelocytic leukemia', 'Acute lymphoblastic leukemia']"
27315396,[],[]
27315518,[],[]
27316920,"['0000819', '0006903', '0009830', '0002754', '0001626', '0003073']","['Diabetes mellitus', 'Congenital peripheral neuropathy', 'Peripheral neuropathy', 'Osteomyelitis', 'Abnormality of the cardiovascular system', 'Hypoalbuminemia']"
27317610,['0002446'],['Astrocytosis']
27317655,['0001297'],['Stroke']
27318046,"['0002239', '0005293', '0002625', '0000790', '0002317', '0002527', '0000421', '0000726', '0001873', '0001905', '0005110']","['Gastrointestinal hemorrhage', 'Venous insufficiency', 'Deep venous thrombosis', 'Hematuria', 'Unsteady gait', 'Falls', 'Epistaxis', 'Dementia', 'Thrombocytopenia', 'Congenital thrombocytopenia', 'Atrial fibrillation']"
27318131,['0001510'],['Growth delay']
27318197,[],[]
27318553,"['0002018', '0002664']","['Nausea', 'Neoplasm']"
27318951,['0000718'],['Aggressive behavior']
27319018,"['0006510', '0001289', '0002170', '0012416']","['Chronic obstructive pulmonary disease', 'Confusion', 'Intracranial hemorrhage', 'Hypercapnia']"
27319985,"['0001919', '0000083']","['Acute kidney injury', 'Renal insufficiency']"
27320055,"['0025464', '0012443']","['Increased reactive oxygen species production', 'Abnormality of brain morphology']"
27320863,[],[]
27320961,"['0001518', '0004325']","['Small for gestational age', 'Decreased body weight']"
27321338,[],[]
27321568,['0001635'],['Congestive heart failure']
27321599,[],[]
27321745,['0004325'],['Decreased body weight']
27321892,[],[]
27322135,['0031987'],['Diminished ability to concentrate']
27322653,"['0008480', '0002282', '0011986']","['Cervical spondylosis', 'Heterotopia', 'Ectopic ossification']"
27322774,"['0002664', '0001909', '0002860']","['Neoplasm', 'Leukemia', 'Squamous cell carcinoma']"
27323673,"['0000726', '0002511']","['Dementia', 'Alzheimer disease']"
27324249,['0000969'],['Edema']
27325072,['0031472'],['Risk taking']
27325393,[],[]
27325547,[],[]
27326352,[],[]
27326810,"['0000822', '0002597']","['Hypertension', 'Abnormality of the vasculature']"
27326914,"['0000822', '0002092', '0001677']","['Hypertension', 'Pulmonary arterial hypertension', 'Coronary artery atherosclerosis']"
27328333,['0000554'],['Uveitis']
27328365,[],[]
27329050,"['0002094', '0002098', '0005957']","['Dyspnea', 'Respiratory distress', 'Breathing dysregulation']"
27329728,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27330692,['0030834'],['Shoulder pain']
27330705,[],[]
27330995,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27331407,[],[]
27331809,[],[]
27332210,[],[]
27332346,[],[]
27332832,[],[]
27333086,[],[]
27333594,['0030731'],['Carcinoma']
27333847,[],[]
27334470,[],[]
27334471,[],[]
27334522,"['0000822', '0001658', '0001645', '0001297', '0001626']","['Hypertension', 'Myocardial infarction', 'Sudden cardiac death', 'Stroke', 'Abnormality of the cardiovascular system']"
27334669,[],[]
27335087,['0002664'],['Neoplasm']
27335213,[],[]
27336004,"['0001903', '0002037', '0001891']","['Anemia', 'Inflammation of the large intestine', 'Iron deficiency anemia']"
27336204,[],[]
27336239,[],[]
27336882,['0002840'],['Lymphadenitis']
27336997,[],[]
27337055,[],[]
27337390,"['0031273', '0000716']","['Shock', 'Depressivity']"
27337704,"['0000572', '0030553', '0000969', '0000980', '0010729', '0012474', '0025326', '0025342']","['Visual loss', 'Visual acuity no light perception', 'Edema', 'Pallor', 'Cherry red spot of the macula', 'Carotid artery occlusion', 'Retinal arterial occlusion', 'Central retinal artery occlusion']"
27337992,"['0002664', '0000099', '0000112', '0002665']","['Neoplasm', 'Glomerulonephritis', 'Nephropathy', 'Lymphoma']"
27338295,"['0003124', '0003563']","['Hypercholesterolemia', 'Decreased LDL cholesterol concentration']"
27338347,[],[]
27338437,[],[]
27338800,[],[]
27339000,[],[]
27339305,[],[]
27339306,[],[]
27339893,['0031987'],['Diminished ability to concentrate']
27340141,['0003202'],['Skeletal muscle atrophy']
27340160,[],[]
27340777,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27340862,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27340878,"['0000501', '0008007', '0012108']","['Glaucoma', 'Primary congenital glaucoma', 'Open angle glaucoma']"
27341373,[],[]
27342305,[],[]
27342342,[],[]
27342634,[],[]
27342978,[],[]
27343229,[],[]
27343573,[],[]
27343757,"['0002664', '0002861', '0002894']","['Neoplasm', 'Melanoma', 'Neoplasm of the pancreas']"
27344476,['0000670'],['Carious teeth']
27344620,[],[]
27345009,['0002664'],['Neoplasm']
27345138,[],[]
27346336,['0002090'],['Pneumonia']
27346839,[],[]
27347474,[],[]
27347631,[],[]
27347668,[],[]
27347792,"['0000739', '0001249', '0002354', '0100543', '0000716']","['Anxiety', 'Intellectual disability', 'Memory impairment', 'Cognitive impairment', 'Depressivity']"
27347943,[],[]
27348135,['0001635'],['Congestive heart failure']
27348285,['0002099'],['Asthma']
27348352,['0002664'],['Neoplasm']
27348405,[],[]
27348517,"['0002664', '0004377']","['Neoplasm', 'Hematological neoplasm']"
27348576,[],[]
27348675,"['0002835', '0002664']","['Aspiration', 'Neoplasm']"
27348711,"['0003193', '0012384', '0012393']","['Allergic rhinitis', 'Rhinitis', 'Allergy']"
27349182,['0004324'],['Increased body weight']
27349310,[],[]
27349321,[],[]
27349365,[],[]
27350860,[],[]
27351590,"['0001395', '0002612']","['Hepatic fibrosis', 'Congenital hepatic fibrosis']"
27351941,"['0000819', '0025464']","['Diabetes mellitus', 'Increased reactive oxygen species production']"
27352045,[],[]
27352133,[],[]
27352367,"['0002196', '0002318', '0002015']","['Myelopathy', 'Cervical myelopathy', 'Dysphagia']"
27352476,[],[]
27353925,[],[]
27354201,[],[]
27354219,"['0002960', '0002725']","['Autoimmunity', 'Systemic lupus erythematosus']"
27354236,"['0100651', '0025464']","['Type I diabetes mellitus', 'Increased reactive oxygen species production']"
27354631,['0031987'],['Diminished ability to concentrate']
27354640,"['0002664', '0003003', '0100273']","['Neoplasm', 'Colon cancer', 'Neoplasm of the colon']"
27355258,"['0002664', '0100615']","['Neoplasm', 'Ovarian neoplasm']"
27355340,[],[]
27355356,[],[]
27355434,[],[]
27356151,[],[]
27356448,[],[]
27356521,['0000739'],['Anxiety']
27356693,[],[]
27356936,[],[]
27356972,[],[]
27357217,[],[]
27357243,[],[]
27357394,[],[]
27357530,['0002653'],['Bone pain']
27357607,[],[]
27357626,"['0002664', '0002861']","['Neoplasm', 'Melanoma']"
27358525,[],[]
27358560,[],[]
27358636,"['0001028', '0031207', '0001048', '0001402', '0030731']","['Hemangioma', 'Hepatic hemangioma', 'Cavernous hemangioma', 'Hepatocellular carcinoma', 'Carcinoma']"
27358905,[],[]
27359086,[],[]
27359178,"['0002621', '0003077', '0012397']","['Atherosclerosis', 'Hyperlipidemia', 'Aortic atherosclerotic lesion']"
27359321,[],[]
27362260,[],[]
27363212,"['0002202', '0002098']","['Pleural effusion', 'Respiratory distress']"
27363786,[],[]
27364111,['0006510'],['Chronic obstructive pulmonary disease']
27364501,[],[]
27364610,['0002664'],['Neoplasm']
27364994,[],[]
27365044,"['0002664', '0003002']","['Neoplasm', 'Breast carcinoma']"
27366176,['0100537'],['Fasciitis']
27366491,['0003396'],['Syringomyelia']
27366508,[],[]
27366556,"['0000822', '0002664', '0002666', '0001658', '0002647']","['Hypertension', 'Neoplasm', 'Pheochromocytoma', 'Myocardial infarction', 'Aortic dissection']"
27367915,[],[]
27370179,"['0002664', '0002894']","['Neoplasm', 'Neoplasm of the pancreas']"
27371349,"['0002664', '0003002', '0012174']","['Neoplasm', 'Breast carcinoma', 'Glioblastoma multiforme']"
27371352,['0002664'],['Neoplasm']
27371369,[],[]
27371625,['0002321'],['Vertigo']
27371817,[],[]
27371818,[],[]
27371819,[],[]
27371870,[],[]
27372076,[],[]
27372861,[],[]
27373429,[],[]
27373648,[],[]
27373689,[],[]
27373772,[],[]
27373836,[],[]
27373893,"['0001369', '0001370']","['Arthritis', 'Rheumatoid arthritis']"
27374109,[],[]
27374165,"['0002354', '0000708', '0100543']","['Memory impairment', 'Behavioral abnormality', 'Cognitive impairment']"
27374326,[],[]
27374484,"['0032012', '0002664', '0002665', '0200036', '0008069']","['Heterotropia', 'Neoplasm', 'Lymphoma', 'Skin nodule', 'Neoplasm of the skin']"
27374919,[],[]
27375283,"['0012115', '0200123', '0001392', '0002664', '0002896', '0001394']","['Hepatitis', 'Chronic hepatitis', 'Abnormality of the liver', 'Neoplasm', 'Neoplasm of the liver', 'Cirrhosis']"
27375428,[],[]
27375491,[],[]
27375774,['0100716'],['Self-injurious behavior']
27375918,"['0002511', '0003202', '0007354']","['Alzheimer disease', 'Skeletal muscle atrophy', 'Amyotrophic lateral sclerosis']"
27376349,['0002664'],['Neoplasm']
27377502,[],[]
27378028,[],[]
27378064,[],[]
27378175,[],[]
27378927,['0001880'],['Eosinophilia']
27379139,[],[]
27379201,['0002664'],['Neoplasm']
27380733,"['0005584', '0030731', '0002664']","['Renal cell carcinoma', 'Carcinoma', 'Neoplasm']"
27381206,[],[]
27381582,['0000819'],['Diabetes mellitus']
27381670,"['0100602', '0000488', '0001098', '0000969']","['Preeclampsia', 'Retinopathy', 'Abnormal fundus morphology', 'Edema']"
27381890,[],[]
27382289,['0000739'],['Anxiety']
27382354,[],[]
27382380,[],[]
27383174,"['0001663', '0001626', '0001627']","['Ventricular fibrillation', 'Abnormality of the cardiovascular system', 'Abnormal heart morphology']"
27383326,"['0002664', '0100615', '0001907', '0000093', '0000822']","['Neoplasm', 'Ovarian neoplasm', 'Thromboembolism', 'Proteinuria', 'Hypertension']"
27383484,[],[]
27383496,[],[]
27383575,"['0002511', '0011034']","['Alzheimer disease', 'Amyloidosis']"
27384095,['0001289'],['Confusion']
27384243,"['0002637', '0001297', '0002664']","['Cerebral ischemia', 'Stroke', 'Neoplasm']"
27384421,['0002664'],['Neoplasm']
27384489,[],[]
27384676,"['0002665', '0012190', '0001882', '0001873', '0001905', '0011900']","['Lymphoma', 'T-cell lymphoma', 'Leukopenia', 'Thrombocytopenia', 'Congenital thrombocytopenia', 'Hypofibrinogenemia']"
27385165,[],[]
27385839,['0001289'],['Confusion']
27386169,"['0030358', '0004324', '0001824']","['Non-small cell lung carcinoma', 'Increased body weight', 'Weight loss']"
27386263,"['0012115', '0100828', '0001394', '0001392']","['Hepatitis', 'Increased T cell count', 'Cirrhosis', 'Abnormality of the liver']"
27387057,[],[]
27387068,['0100324'],['Scleroderma']
27387187,"['0001028', '0001919', '0000083', '0001048', '0031207', '0040318', '0040320', '0100519', '0002094', '0002789', '0001649']","['Hemangioma', 'Acute kidney injury', 'Renal insufficiency', 'Cavernous hemangioma', 'Hepatic hemangioma', 'Red urine', 'Red-brown urine', 'Anuria', 'Dyspnea', 'Tachypnea', 'Tachycardia']"
27388630,"['0012115', '0005403', '0100828']","['Hepatitis', 'Decrease in T cell count', 'Increased T cell count']"
27388786,[],[]
27388962,[],[]
27389043,"['0031273', '0001289']","['Shock', 'Confusion']"
27389831,"['0000726', '0100315', '0100543']","['Dementia', 'Lewy bodies', 'Cognitive impairment']"
27390504,"['0009919', '0400004']","['Retinoblastoma', 'Long ear']"
27390714,[],[]
27390849,"['0005952', '0012735']","['Decreased pulmonary function', 'Cough']"
27391139,[],[]
27391263,"['0002664', '0012125']","['Neoplasm', 'Prostate cancer']"
27391592,[],[]
27391754,[],[]
27392010,[],[]
27392220,"['0001909', '0002664', '0005506', '0005558', '0012324']","['Leukemia', 'Neoplasm', 'Chronic myelogenous leukemia', 'Chronic leukemia', 'Myeloid leukemia']"
27392380,[],[]
27392483,"['0012115', '0001397']","['Hepatitis', 'Hepatic steatosis']"
27392509,"['0001658', '0012251']","['Myocardial infarction', 'ST segment elevation']"
27392740,[],[]
27393222,[],[]
27393252,['0001337'],['Tremor']
27393884,[],[]
27394010,[],[]
27394375,"['0001250', '0011097', '0007359', '0011153']","['Seizures', 'Epileptic spasms', 'Focal-onset seizure', 'Focal motor seizure']"
27394918,[],[]
27395220,[],[]
27395231,[],[]
27395442,[],[]
27395784,"['0001250', '0031273']","['Seizures', 'Shock']"
27397752,[],[]
27397797,[],[]
27398974,"['0001873', '0001905']","['Thrombocytopenia', 'Congenital thrombocytopenia']"
27399065,"['0012115', '0200123', '0001394']","['Hepatitis', 'Chronic hepatitis', 'Cirrhosis']"
27399557,['0100026'],['Arteriovenous malformation']
27399732,[],[]
27399843,[],[]
27399912,"['0002664', '0002860', '0030731']","['Neoplasm', 'Squamous cell carcinoma', 'Carcinoma']"
27400734,"['0002664', '0002894']","['Neoplasm', 'Neoplasm of the pancreas']"
27400764,['0000708'],['Behavioral abnormality']
27401409,[],[]
27401811,[],[]
27402480,[],[]
27402799,"['0002617', '0004944', '0031056', '0002315', '0002637', '0004420']","['Dilatation', 'Dilatation of the cerebral artery', 'Fusiform cerebral aneurysm', 'Headache', 'Cerebral ischemia', 'Arterial thrombosis']"
27402827,[],[]
27403105,"['0002018', '0002037', '0001824', '0011024', '0100016', '0002014', '0001263']","['Nausea', 'Inflammation of the large intestine', 'Weight loss', 'Abnormality of the gastrointestinal tract', 'Abnormality of mesentery morphology', 'Diarrhea', 'Global developmental delay']"
27403338,"['0000501', '0012627']","['Glaucoma', 'Pseudoexfoliation']"
27403678,[],[]
27404405,"['0011054', '0006349']","['Agenesis of molar', 'Agenesis of permanent teeth']"
27404466,[],[]
27404944,"['0000554', '0012122', '0007906', '0000501', '0011484', '0000518', '0000519', '0000969', '0011505', '0040049']","['Uveitis', 'Anterior uveitis', 'Ocular hypertension', 'Glaucoma', 'Posterior synechiae of the anterior chamber', 'Cataract', 'Developmental cataract', 'Edema', 'Cystoid macular edema', 'Macular edema']"
27405322,['0002861'],['Melanoma']
27405584,"['0002664', '0012125', '0008775', '0011297']","['Neoplasm', 'Prostate cancer', 'Abnormality of the prostate', 'Abnormality of digit']"
27405692,"['0002664', '0100526']","['Neoplasm', 'Neoplasm of the lung']"
27405997,['0001751'],['Vestibular dysfunction']
27406386,"['0002671', '0030731']","['Basal cell carcinoma', 'Carcinoma']"
27406705,"['0030731', '0011110']","['Carcinoma', 'Tonsillitis']"
27407027,"['0030866', '0001513', '0002719']","['Large knee', 'Obesity', 'Recurrent infections']"
27408381,"['0002665', '0012191', '0001945', '0025059', '0003281', '0002835']","['Lymphoma', 'B-cell lymphoma', 'Fever', 'Splenic abscess', 'Increased serum ferritin', 'Aspiration']"
27408447,"['0010614', '0001507', '0002664']","['Fibroma', 'Growth abnormality', 'Neoplasm']"
27408908,"['0002664', '0003002', '0002896']","['Neoplasm', 'Breast carcinoma', 'Neoplasm of the liver']"
27409644,[],[]
