,Archivo,Texto_espanol,Texto_inglés,HPO_síntomas,HPO_código
50,1415348,"Presentamos el caso de una mujer que fue diagnosticada de síndrome de síndrome-oto-renal (BOR) tras 2 embarazos complicados por oligohidramnios por hipoplasia renal y agenesia. Ambos lactantes fallecieron neonatalmente de hipoplasia pulmonar. La histopatología de los huesos temporales del segundo niño muestra inmadurez marcada de la hendidura del oído medio, osículos, nervio facial y canal, y nervio coclear. El estudio de ecografía renal materna fue normal, aunque la pyelography intravenosa indicó hipoplasia renal. Se desconoce la frecuencia del síndrome de BOR entre los casos de hipoplasia/displasia renal fetal recurrente o agenesia, y la ecografía renal parental puede no identificar un defecto renal hereditario. Las investigaciones deben incluir los antecedentes familiares y el examen de los familiares para buscar Punteaduras preauriculares, estenosis del tracto lagrimal y fístulas branquiales y/o quistes. Los estudios de audición e IVP pueden estar indicados.","We report on a woman who was diagnosed with branchio-oto-renal (BOR) syndrome after 2 pregnancies complicated by oligohydramnios due to renal hypoplasia and agenesis. Both babies died neonatally of pulmonary hypoplasia. Histopathology of the temporal bones of the second child showed marked immaturity of the middle ear cleft, ossicles, facial nerve and canal, and cochlear nerve. Maternal renal ultrasound study was normal although intravenous pyelography indicated renal hypoplasia. The frequency of BOR syndrome among cases of recurrent fetal renal hypoplasia/dysplasia or agenesis is unknown, and parental renal ultrasonography may not identify a heritable renal defect. Investigations should include a family history, and examination of relatives to look for preauricular pits, lacrimal duct stenosis, and branchial fistulae and/or cysts. Hearing studies and IVP may be indicated.","['oligohidramnios', 'hipoplasia renal.', 'hipoplasia renal y agenesia.', 'falleció neonatalmente.', 'hipoplasia pulmonar.', 'inmadurez de la hendidura del oído medio, osículos, nervio facial.', 'inmadurez de la hendidura del oído medio, osículos', 'inmadurez de la hendidura del oído medio, osículos, nervio facial y canal, y nervio coclear.', 'inmadurez de la hendidura del oído medio.', 'hipoplasia renal.', 'hipoplasia renal/displasia', 'hipoplasia renal.', 'hipoplasia renal/displasia o agenesia.', 'defecto renal.', 'fosas preauriculares.', 'fosetas', 'estenosis del tubo lagrimal.', 'fístulas branquiales.', 'fístulas branquiales y/o quistes.', 'branchial', 'Estudios de audición.']","['0001562', '0000089', '0008680', '0003811', '0002089', '0010827', '0004452', '0000375', '0000370', '0000089', '0000110', '0000089', '0000104', '0000077', '0004467', '0004467', '0007925', '0009795', '0009796', '0009794', '0000365']"
51,1456285,"Presentamos una paciente con neurinomas acústica bilateral y otros tumores en el sistema nervioso central (neurofibromatosis tipo 2: NF2) y la translocación constitucional, t (4; 22) (q12; q 12.2). La identificación precisa del punto de corte de la translocación (q 12.2) en el cromosoma 22 implica la refinada localización de un gen responsable de la NF2, y proporcionaría una pista de su caracterización molecular y del aislamiento del gen. También se analizaron los cromosomas de una neurinoma paraespinal del paciente y se encontró el mismo cariotipo observado en linfocitos periféricos cultivados. El padre del paciente era también portador de la translocación, pero no tenía síntomas clínicos de NF2, ni otros familiares. Se ofrecen diversas explicaciones para la expresión de la translocación entre el paciente y su padre.","We report on a female patient with bilateral acoustic neurinomas and other tumors in the central nervous system (neurofibromatosis type 2: NF2) and the constitutional translocation, t(4;22) (q12;q12.2). The precise identification of the translocation breakpoint (q12.2) on chromosome 22 implies the refined localization of a gene responsible for NF2, and would provide a clue to its molecular characterization and to the isolation of the gene. Chromosomes of a paraspinal neurinoma from the patient were also analyzed, and the same karyotype as seen in cultured peripheral lymphocytes was found. The patient's father was also a carrier of the translocation, but he had no clinical symptoms of NF2, nor did other relatives. Several explanations are offered for the different expression of the translocation between the patient and her father.","['neurinomas acústica bilateral.', 'neurinomas acústica.', 'neurinomas', 'otros tumores.', 'tumores', 'tumores en el sistema nervioso central.', 'neurofibromatosis', 'neurinoma paraespinal.']","['0009589', '0009588', '0009588', '0003008', '0002664', '0100006', '0006746', '0006751']"
52,1456287,"Presentamos el desarrollo de 12 años de un niño con síndrome síndrome-óculo-facial que inicialmente fue referido a los 5 meses de edad. Cabe destacar su inteligencia normal, la colocación de clases regulares, el habla hipernasal y el crecimiento continuo a lo largo de la tercera percentil. Se enfatiza la importancia de las observaciones seriadas de los pacientes con trastornos genéticos raros.","We report on the 12-year development of a child with branchio-oculo-facial syndrome who was initially referred at age 5 months. Of note is his normal intelligence, regular class placement, hypernasal speech, and continued growth along the third centile. The importance of serial observations of patients with rare genetic disorders is emphasized.","['habla hipernasal.', 'crecimiento continuo a lo largo de la tercera percentil.']","['0001611', '0004322']"
53,14699618,"El fenotipo de síndrome de Gorlin-Goltz o síndrome del nevo basocelular (SNBC, #109400, OMIM), un rasgo mendeliana debido a mutaciones PTCH se ha descrito en unos pocos casos de deleción intersticial del cromosoma 9q. Presentamos el caso de una niña de 11 años de edad, con características clínicas consistentes con SNBC, incluyendo el puente de la silla turcica, el patrón biparietal, las fisuras palpebrales hacia abajo, la prognatismo mandibular, el pectus, las anomalías del pulgar, la espina bífida oculta en el L5-S4, los numerosos nevos basocelulares y el carcinoma basocelular único. El análisis citogenético mediante técnicas de bandas de alta resolución y hibridación in situ de fluorescencia (FISH) reveló la deleción del cromosoma intersticial 9Q 22.32-q 33.2 que incluyó el gen PTCH como un acontecimiento de rotura secundario a una translocación cromosómica t (9; 17) (q 34,1; p 11.2) MAT. Otros estudios de FISH demostraron el punto de corte de la translocación en los mapas de 9Q 34.11 proximal a ABL, entre el BAC clon RP11-88G17 y el gen LMX1B. Este último gen codifica un factor de transcripción, en el que la pérdida de las mutaciones funcionales es responsable del síndrome uña-rótula (NPS, #161200 OMIM). Curiosamente, también se observan algunas características de nuestro proband (por ejemplo, displasia patelar bilateral y forma clavicular anormal), así como su hermana sana que lleva la misma traslocación, en pacientes con NPS. Los mapas de puntos de corte del cromosoma 17P 11.2 en el síndrome de Smith-Magenis, región de deleción común, dentro de dos clones de BAC solapados, CTD-2354J3 y RP11-311F12.","The phenotype of Gorlin-Goltz syndrome or basal cell nevus syndrome (BCNS, #109400, OMIM), a Mendelian trait due to PTCH mutations has been reported in a few cases of interstitial deletion of chromosome 9q. We present an 11-year-old girl with clinical features consistent with BCNS including bridging of sella turcica, biparietal bossing, downward slanting palpebral fissures, mandible prognathism, pectus excavatum, thumb abnormalities, occult spina bifida at L5-S4, numerous basal cell nevi, and single basal cell carcinoma. Cytogenetic analysis using high-resolution banding techniques and fluorescence in situ hybridization (FISH) revealed interstitial chromosome deletion 9q22.32-q33.2 involving the PTCH gene as a secondary breakage event to a chromosome translocation t(9;17)(q34.1;p11.2)mat. Further FISH studies showed the translocation breakpoint on 9q34.11 maps proximal to ABL, between the BAC clone RP11-88G17 and the LMX1B gene. The latter gene encodes a transcription factor, in which loss of function mutations are responsible for the nail-patella syndrome (NPS, #161200 OMIM). Interestingly, some features of our proband (e.g., bilateral patellar dysplasia and abnormal clavicular shape), as well as her healthy sister who carries the same translocation, are also found in patients with NPS. The chromosome 17p11.2 breakpoint maps in the Smith-Magenis syndrome common deletion region, within two overlapping BAC clones, CTD-2354J3 and RP11-311F12.","['Nevus basocelular.', 'síndrome del nevo basocelular.', 'Puente de la silla turcica.', 'patrón biparietal.', 'Fisuras palpebrales inclinadas hacia abajo.', 'prognatismo mandibular.', 'prognatismo', 'pectus pectus', 'anomalías del pulgar', 'espina bífida oculta.', 'espina bífida.', 'numerosos nevos de células basales.', 'Nevus basocelulares.', 'carcinoma basocelular.', 'displasia patelar.', 'forma clavicular anormal']","['0002671', '0002671', '0005449', '0000242', '0000494', '0000303', '0000303', '0000767', '0001172', '0003298', '0002414', '0001054', '0002671', '0002671', '0006446', '0000889']"
54,14717907,"La asociación entre las anomalías del oído y del riñón no suele deberse a un insulto al embrión. En los últimos años, muchos genes de control del desarrollo esencial que coordinan el ensamblaje y la función del riñón y el oído se han descubierto a través de la generación de mutantes animales y han aumentado nuestra comprensión de los mecanismos de las enfermedades Oto-renales humanas. Aquí describimos los síndromes clínicos del oído y del riñón y su expresión molecular.","The association between ear and kidney anomalies is not usually due to an insult to the embryo. In recent years, many essential development control genes that coordinate the assembly and function of kidney and ear have been discovered through the generation of animal mutants and have increased our understanding of the mechanisms of human oto-renal diseases. Here, we describe ear and kidney clinical syndromes and their molecular expression.","['anomalías del oído y del riñón', 'anomalías renales.', 'síndromes clínicos del oído y del riñón', 'síndromes clínicos renales.']","['0000598', '0000077', '0000598', '0000077']"
55,14735582,"La brachydactyly tipo C (BDC) se caracteriza por el acortamiento de las falanges medias del índice, el medio y el meñique con hyperphalangy, habitualmente del índice y del dedo medio. En el BDC se han notificado mutaciones heterozigóticas de la proteína morfogenéticas-1 (CDMP1) derivada del cartílago, resultando en una pérdida de función. Se describe una gran tribu con una forma semi-dominante de BDC y una desviación cubital pronunciada del segundo y tercer dígito. En esta familia se identificó una nueva mutación de sentido homocigótico (517A > G) que cambió la metionina a la valina en la posición de aminoácidos 173. La mutación se encuentra dentro de una región de siete aminoácidos altamente conservada del prodominio de CDMP1. Las radiografías de la mano de los portadores de mutaciones heterozigóticas demostraron un acortamiento leve de los metacarpos IV y V; un hallazgo confirmado por el análisis de sus perfiles metacarpofalángicas (MCPPs). La mutación descrita aquí apunta hacia una función importante del prodominio para el plegamiento, la secreción y la disponibilidad de CDMP1 biológicamente activa.","Brachydactyly type C (BDC) is characterized by shortening of the middle phalanges of the index, middle, and little finger with hyperphalangy, usually of the index and middle finger. Heterozygous mutations of the cartilage derived morphogenetic protein-1 (CDMP1) resulting in a loss of function have been reported in BDC. We here describe a large kindred with a semi-dominant form of BDC and pronounced ulnar deviation of the second and third digits. In this family a novel homozygous missense mutation was identified (517A > G) changing methionine to valine at amino acid position 173. The mutation is located within a highly conserved seven amino acid region of the prodomain of CDMP1. Hand radiographs of heterozygous mutation carriers showed mild shortening of the metacarpals IV and V; a finding confirmed by the analysis of their metacarpophalangeal profiles (MCPPs). The mutation described here points toward an important function of the prodomain for the folding, secretion, and availability of biologically active CDMP1.","['Brachydactyly tipo C', 'CBM', 'acortamiento de las falanges medias del índice, medio y meñique.', 'hyperphalangy, generalmente del índice y del dedo medio.', 'hyperphalangy', 'forma dominante.', 'dominante', 'desviación cubital del segundo y tercer dígito.', 'desviación cubital.', 'acortamiento de los metacarpos IV y V.']","['0009373', '0009373', '0004220', '0009495', '0010235', '0000006', '0000006', '0009464', '0001193', '0010047']"
56,1478663,"El síndrome de Branchiootorenal es un trastorno autosómica dominante que afecta a un 2% de los niños profundamente sordos. Además del deterioro de la audición, se caracteriza por una deformidad en el oído, Punteaduras preauriculares, tracto sinusal branquial y anomalías renales. La patogenia de la enfermedad sigue siendo desconocida; sin embargo, el gen defectuoso se ha localizado al cromosoma 8Q mediante estudios de vinculación familiar.","Branchiootorenal syndrome is an autosomal dominant disorder that affects an estimated 2% of profoundly deaf children. In addition to hearing impairment, it is characterized by a lop-ear deformity, preauricular pits, branchial cleft sinus tracts, and renal anomalies. The pathogenesis of the disease remains unknown; however, the defective gene has been localized to chromosome 8q by family linkage studies.","['trastorno autosómico dominante.', 'autosómica dominante.', 'dominante', 'profundamente sordo', 'sordo', 'trastornos de la audición', 'Deformidad de las orejas', 'fosas preauriculares.', 'fosetas', 'hendidura branquial.', 'vías del seno branquial hendido.', 'anomalías renales.']","['0000006', '0000006', '0000006', '0000404', '0000404', '0000365', '0000394', '0004467', '0004467', '0009794', '0100272', '0000077']"
57,1479598,"Se ha realizado un estudio clínico y genético de la neurofibromatosis tipo 2 (NF2) en el Reino Unido. La averiguación prácticamente completa de los casos en el noroeste de Inglaterra fue alcanzada y sugiere una incidencia poblacional de 1 de 33.000 a 40.000. En el Reino Unido en su conjunto, se han identificado 150 casos y se han utilizado para estudiar las características clínicas y genéticas de la NF2. Se confirmó la herencia autosómica dominante de NF2, se evaluó el 49% de los casos como representando nuevas mutaciones, y se estimó que la tasa de mutación fue de 6,5 x 10 (-6). Se encontró evidencias que apoyan un efecto genético materno en la edad de inicio de 18,17 años en 36 casos de herencia materna y 24,5 en 20 casos heredados de forma paternal (p = 0,027). La preponderancia de los casos de herencia materna fue también significativa (p = 0,03). Se presentan los datos que sugieren que existen dos tipos de NF2, uno con inicio posterior y schwanomas vestibulares bilaterales como única característica habitual, y el otro con inicio más precoz y otros múltiples tumores. Un número considerable de casos no se encontraban fácilmente en uno u otro grupo y es necesario considerar otros factores como el efecto materno sobre la gravedad y la anticipación.","A clinical and genetic study of type 2 neurofibromatosis (NF2) has been carried out in the United Kingdom. Virtually complete ascertainment of cases in the north-west of England was achieved and suggests a population incidence of 1 in 33,000 to 40,000. In the UK as a whole, 150 cases have been identified and been used to study the clinical and genetic features of NF2. The autosomal dominant inheritance of NF2 was confirmed, 49% of cases were assessed as representing new mutations, and the mutation rate was estimated to be 6.5 x 10(-6). Evidence to support a maternal gene effect was found in that age at onset was 18.17 years in 36 maternally inherited cases and 24.5 in 20 paternally inherited cases (p = 0.027). The preponderance of maternally inherited cases was also significant (p = 0.03). Data are presented which suggest that there are two types of NF2, one with later onset and bilateral vestibular schwannomas as the only usual feature, and the other with earlier onset and multiple other tumours. A considerable number of cases did not fall easily into one or other group and other factors such as maternal effect on severity and anticipation need to be considered.","['neurofibromatosis', 'herencia autosómica dominante.', 'autosómica dominante.', 'herencia dominante.', 'dominante', 'schwanomas vestibulares bilaterales.', 'schwanomas vestibulares.', 'schwannomas', 'tumores']","['0006746', '0000006', '0000006', '0000006', '0000006', '0009589', '0009588', '0100008', '0002664']"
58,1479599,"Se han estudiado las principales características definitorias, la edad al inicio de los síntomas y la supervivencia en 150 pacientes con neurofibromatosis tipo 2 (NF2). La edad media de inicio fue de 21,57 años (n = 110) y no se presentaron casos a partir de los 55 años de edad. Los pacientes presentaron síntomas atribuibles a los schwanomas vestibulares (neuroma acústico), meningiomas craneales y tumores espinales. En 97 casos estudiados personalmente por los autores, se encontró que la exploración de la piel y los ojos era útil para detectar los signos tempranos de la enfermedad. Es probable que el examen de la piel ayude en el diagnóstico precoz en al menos el 10% de los casos y en el examen del ojo para una opacidad del cristalino o catarata en al menos el mismo número de veces. Existen diferencias interfamiliares marcadas en la gravedad de la enfermedad y en la susceptibilidad tumoral. Los schwanomas vestibulares no son completamente penetrantes, pero la afección suele expresarse de otra forma. Se aboga por la alteración de los criterios diagnósticos actuales para cubrir la falta de provisión de nuevas mutaciones. Se propone un protocolo de cribado y se discute el efecto de la heterogeneidad de la enfermedad sobre el manejo.","The major defining features, age at onset of symptoms, and survival in 150 patients with type 2 neurofibromatosis (NF2) have been studied. The mean age at onset was 21.57 years (n = 110) and no cases presented after 55 years of age. Patients presented with symptoms attributable to vestibular schwannomas (acoustic neuroma), cranial meningiomas, and spinal tumours. In 97 cases studied personally by the authors, skin and eye examination were found to be useful to detect early signs of the condition. Examination of the skin is likely to assist in early diagnosis in at least 10% of cases and examination of the eye for a lens opacity or cataract in at least as many again. There are marked interfamilial differences in disease severity and tumour susceptibility. Vestibular schwannomas are not fully penetrant, but the condition is usually expressed in another way. Alteration to the current diagnostic criteria is advocated to cover the lack of provision for new mutations. A screening protocol is proposed and the effect of disease heterogeneity on management is discussed.","['neurofibromatosis', 'schwanomas vestibulares.', 'schwannomas', 'neuroma acústico.', 'meningiomas craneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'opacidad del cristalino', 'catarata', 'diferencias interfamiliares.', 'tumor', 'Schwanomas vestibulares.', 'schwannomas', 'heterogeneidad']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000518', '0000518', '0003822', '0002664', '0009588', '0100008', '0001425']"
59,1484939,"Se estudiaron las características clínicas, la edad de inicio de los síntomas y la supervivencia de 150 pacientes con neurofibromatosis tipo 2. La edad media de inicio fue de 21,57 años (n = 110) y no se presentaron pacientes a partir de los 55 años de edad. Los pacientes presentaron síntomas atribuibles a los schwanomas vestibulares (neuroma acústico), meningiomas craneales y tumores espinales. En 100 pacientes estudiados personalmente por los autores, el 44% presentó sordera y fue unilateral en la mayoría (35/44). La sordera se acompañó de tinnitus en un 10% más y la debilidad o pérdida muscular fue el primer síntoma en el 12%. Los síntomas de presentación menos frecuentes fueron convulsiones (8 por ciento), vértigo (8 por ciento) entumecimiento y hormigueo (2 por ciento) y ceguera (1 por ciento). Once pacientes fueron diagnosticados asintomáticamente mediante cribado. Las manchas café con leche se produjeron en el 43% (n = 43), pero sólo un caso tuvo seis. Los tumores cutáneos se detectaron en el 68 por ciento (68/100) y el 38% (34/90) tenían una opacidad de lente identificable o catarata. La edad media a la muerte en 40 casos fue de 36,25 años y la única muerte fue el resultado de una complicación de la neurofibromatosis. Existen diferencias interfamiliares significativas en la gravedad de la enfermedad y en la susceptibilidad tumoral.","The clinical features, age at onset of symptoms and survival of 150 patients with type 2 neurofibromatosis were studied. The mean age at onset was 21.57 years (n = 110) and no patients presented after 55 years of age. Patients presented with symptoms attributable to vestibular schwannomas (acoustic neuroma), cranial meningiomas and spinal tumours. In 100 patients studied personally by the authors 44 per cent presented with deafness and this was unilateral in the majority (35/44). Deafness was accompanied by tinnitus in a further 10 per cent and muscle weakness or wasting was the first symptom in 12 per cent. Less common presenting symptoms were seizures (8 per cent), vertigo (8 per cent) numbness and tingling (2 per cent) and blindness (1 per cent). Eleven patients were diagnosed asymptomatically through screening. CafÃ© au lait spots occurred in 43 per cent (n = 43) but only one case had six. Skin tumours were detected in 68 per cent (68/100) and 38 per cent (34/90) had an identifiable lens opacity or cataract. The mean age at death in 40 cases was 36.25 years and all but one death was a result of a complication of neurofibromatosis. There are marked inter-family differences in disease severity and tumour susceptibility.","['neurofibromatosis', 'schwanomas vestibulares.', 'schwannomas', 'neuroma acústico.', 'meningiomas craneales.', 'meningiomas', 'tumores espinales.', 'tumores', 'sordera', 'Sordera', 'zumbido', 'debilidad muscular', 'debilidad o pérdida muscular', 'debilidad', 'convulsiones', 'vértigo', 'ceguera', 'Manchas café au lait', 'Tumores cutáneos.', 'tumores', 'opacidad del cristalino', 'catarata', 'neurofibromatosis', 'diferencias inter-familiares.', 'tumor']","['0006746', '0009588', '0100008', '0009588', '0100009', '0002858', '0010302', '0002664', '0000404', '0000404', '0000360', '0001324', '0003202', '0001324', '0001250', '0002321', '0000618', '0000957', '0008069', '0002664', '0000518', '0000518', '0006746', '0003813', '0002664']"
60,1496981,"Se ha planteado la hipótesis de que el gen de la neurofibromatosis tipo 2 (NF2) es un supresor tumoral recesivo, con mutaciones en el mismo locus del cromosoma 22 que conducen a NF2, que también conducen a tumores esporádicos de los tipos observados en NF2. Los marcadores de flanco para este gen han sido previamente definidos como D22S1 centroméricas y D22S28 repeticiones teloméricas. La identificación de las subregiones de este intervalo que se reorganizan de forma consistente en los tumores relacionados con NF2 podría ayudar a definir mejor el locus de la enfermedad. Para ello, se han comparado DNAss tumorales y constitucionales, aislados de 39 pacientes no relacionados con neuromas acústicos esporádicos y NF2 asociados, meningiomas, schwanomas y ependimomas, en ocho loci polimórficos en el cromosoma 22. Dos de los tumores estudiados mostraron patrones de pérdida de heterocigotos, lo que es consistente con la presencia de deleciones terminales del cromosoma 22. Utilizando marcadores polimórficos adicionales, el punto de corte de deleción terminal encontrado en uno de los tumores, un neuroma acústico de un paciente NF2, se trazó dentro de la región NF2 previamente definida. El punto de corte se produjo entre los marcadores de haplotipo D22S41/D22S46 y D22S56. Este hallazgo redefine el marcador de flanco proximal y localiza el gen NF2 entre los marcadores D22S41/D22S46 y D22S28. Además, se identificó un neuroma acústico esporádico que revela un patrón de pérdida de heterocigoto consistente con recombinación de mitotic o deleción y reduplicación, que son mecanismos no vistos previamente en estudios de estos tumores. Este hallazgo, aunque inconsistente con modelos de tumorigénesis que invocan deleciones individuales y sus efectos dosis-gen, da soporte adicional al modelo recesivo de supresor tumoral.","The neurofibromatosis type 2 (NF2) gene has been hypothesized to be a recessive tumor suppressor, with mutations at the same locus on chromosome 22 that lead to NF2 also leading to sporadic tumors of the types seen in NF2. Flanking markers for this gene have previously been defined as D22S1 centromeric and D22S28 telomeric. Identification of subregions of this interval that are consistently rearranged in the NF2-related tumors would aid in better defining the disease locus. To this end, we have compared tumor and constitutional DNAs, isolated from 39 unrelated patients with sporadic and NF2-associated acoustic neuromas, meningiomas, schwannomas, and ependymomas, at eight polymorphic loci on chromosome 22. Two of the tumors studied revealed loss-of-heterozygosity patterns, which is consistent with the presence of chromosome 22 terminal deletions. By using additional polymorphic markers, the terminal deletion breakpoint found in one of the tumors, an acoustic neuroma from an NF2 patient, was mapped within the previously defined NF2 region. The breakpoint occurred between the haplotyped markers D22S41/D22S46 and D22S56. This finding redefines the proximal flanking marker and localizes the NF2 gene between markers D22S41/D22S46 and D22S28. In addition, we identified a sporadic acoustic neuroma that reveals a loss-of-heterozygosity pattern consistent with mitotic recombination or deletion and reduplication, which are mechanisms not previously seen in studies of these tumors. This finding, while inconsistent with models of tumorigenesis that invoke single deletions and their gene-dosage effects, lends further support to the recessive tumor-suppressor model.","['neurofibromatosis', 'tumor', 'esporádicos', 'tumores', 'tumores', 'tumor', 'esporádicos', 'neuromas acústicos.', 'meningiomas', 'schwannomas', 'ependimomas', 'tumores', 'tumores', 'neuroma acústico.', 'esporádicos', 'neuroma acústico.', 'tumores', 'tumor']","['0006746', '0002664', '0003745', '0002664', '0002664', '0002664', '0003745', '0009588', '0002858', '0100008', '0002888', '0002664', '0002664', '0009588', '0003745', '0009588', '0002664', '0002664']"
61,1496982,"La neurofibromatosis tipo 2 (NF2) es un síndrome autosómica dominante caracterizado por el desarrollo de schwanomas vestibulares y otros tumores del sistema nervioso, incluyendo meningiomas craneales y espinales, schwanomas y ependimomas. La presencia de schwanomas vestibulares bilaterales es suficiente para el diagnóstico. Las manifestaciones cutáneas son menos frecuentes que en la neurofibromatosis tipo 1 (NF1; enfermedad de von Recklinghausen). La aparente distinción clínica entre NF1 y NF2 ha sido confirmada a nivel del locus génico mediante estudios de vinculación; el gen de la NF1 se asigna al cromosoma 17, mientras que el gen de NF2 se ha asignado (en una familia) al cromosoma 22. Para aumentar la precisión del mapeo genético de NF2 y determinar si existen loci de susceptibilidad adicionales, se ha realizado un análisis de la vinculación de 12 familias con NF2 utilizando cuatro marcadores polimórficos del cromosoma 22 y un marcador en el locus NF1 del cromosoma 17. Nuestros resultados confirman la asignación del gen de la NF2 al cromosoma 22 y no apoyan la hipótesis de la heterogeneidad genética. Creemos que los marcadores cromosómicos 22 pueden ser utilizados para el diagnóstico presintomático en familias seleccionadas. El gen NF2 está estrechamente ligado al locus D22S32 (máximo LOD score 4,12; fracción de recombinación 0). Un polimorfismo CA-REPEAT en el locus CRYB2 fue el marcador más informativo en nuestras familias (LOD score 5,99), pero debido a que la fracción de recombinación observada entre NF2 y CRYB2 fue de 10 cM, las predicciones con este marcador deberán ser interpretadas con precaución.","Neurofibromatosis type 2 (NF2) is an autosomal dominant syndrome characterized by the development of vestibular schwannomas and other tumors of the nervous system, including cranial and spinal meningiomas, schwannomas, and ependymomas. The presence of bilateral vestibular schwannomas is sufficient for the diagnosis. Skin manifestations are less common than in neurofibromatosis type 1 (NF1; von Recklinghausen disease). The apparent clinical distinction between NF1 and NF2 has been confirmed at the level of the gene locus by linkage studies; the gene for NF1 maps to chromosome 17, whereas the gene for NF2 has been assigned (in a single family) to chromosome 22. To increase the precision of the genetic mapping of NF2 and to determine whether additional susceptibility loci exist, we have performed linkage analysis on 12 families with NF2 by using four polymorphic markers from chromosome 22 and a marker at the NF1 locus on chromosome 17. Our results confirm the assignment of the gene for NF2 to chromosome 22 and do not support the hypothesis of genetic heterogeneity. We believe that chromosome 22 markers can now be used for presymptomatic diagnosis in selected families. The NF2 gene is tightly linked to the D22S32 locus (maximum lod score 4.12; recombination fraction 0). A CA-repeat polymorphism at the CRYB2 locus was the most informative marker in our families (lod score 5.99), but because the observed recombination fraction between NF2 and CRYB2 was 10 cM, predictions using this marker will need to be interpreted with caution.","['Neurofibromatosis', 'autosómica dominante.', 'dominante', 'schwanomas vestibulares.', 'schwannomas', 'otros tumores.', 'tumores', 'tumores del sistema nervioso.', 'meningiomas craneales y espinales.', 'meningiomas espinales.', 'meningiomas', 'schwannomas', 'ependimomas', 'schwanomas vestibulares bilaterales.', 'schwanomas vestibulares.', 'schwannomas', 'Manifestaciones cutáneas.', 'neurofibromatosis', 'heterogeneidad genética.', 'heterogeneidad']","['0006746', '0000006', '0000006', '0009588', '0100008', '0003008', '0002664', '0004375', '0100009', '0100010', '0002858', '0100008', '0002888', '0009589', '0009588', '0100008', '0000951', '0006746', '0001425', '0001425']"
62,15150776,"Se han encontrado mutaciones en el gen de la UBE3A (el gen de la proteína ubiquitina de la ligasa de E6-AP) en muchos pacientes con síndrome de Angélica (AS) sin deleción, uniparental uniparental y sin defecto de impresión. Las mutaciones UBE3A son más frecuentes en los pacientes familiares que en los esporádicos y las mutaciones descritas hasta el momento parecen causar fenotipos similares en los casos afectados familiares. Aquí describimos dos primos que han heredado la misma mutación UBE3A frameshift (duplicación de la ARCAda en el exón 10) de sus madres asintomáticas, pero presentan fenotipos discordantes. El proband muestra características típicas. Su primo afectado presenta un fenotipo más severo, con espasticidad asimétrica que condujo inicialmente al diagnóstico de parálisis cerebral. La RM cerebral de proband muestra una atrofia cerebral leve mientras que la resonancia magnética cerebral de su primo muestra malformaciones cerebrales graves. Esta familia demuestra que, aunque la malformación cerebral es inusual en la misma, la presencia de una malformación cerebral no excluye el diagnóstico de AS. Además, esta mutación UBE3A fue transmitida desde el abuelo del primo a sólo dos hermanas entre los ocho hermanos, aumentando la hipótesis de mosaicismo para esta mutación.","Mutations have been found in the UBE3A gene (E6-AP ubiquitin protein ligase gene) in many Angelman syndrome (AS) patients with no deletion, no uniparental disomy, and no imprinting defect. UBE3A mutations are more frequent in familial than in sporadic patients and the mutations described so far seem to cause similar phenotypes in the familial affected cases. Here we describe two first cousins who have inherited the same UBE3A frameshift mutation (duplication of GAGG in exon 10) from their asymptomatic mothers but present discordant phenotypes. The proband shows typical AS features. Her affected cousin shows a more severe phenotype, with asymmetric spasticity that led originally to a diagnosis of cerebral palsy. Proband's brain MRI shows mild cerebral atrophy while her cousin's brain MRI shows severe brain malformation. This family demonstrates that, although brain malformation is unusual in AS, presence of a brain malformation does not exclude the diagnosis of AS. Also, this UBE3A mutation was transmitted from the cousin's grandfather to only two sisters among eight full siblings, raising the hypothesis of mosaicism for this mutation.","['esporádicos', 'espasticidad', 'parálisis cerebral.', 'atrofia cerebral.', 'malformación cerebral.']","['0003745', '0001257', '0100021', '0002059', '0007319']"
